0.45006,-0.28678,0.8457,0.03001
0.49237,-0.12309,0.86164,0.025109
0.051325,-0.39175,0.91864,0.020164
0.28678,-0.45006,0.8457,0.03001
0.050922,-0.62566,0.77843,0.02429
0.12309,-0.49237,0.86164,0.025109
0.33505,-0.33505,0.88061,0.02788
0.094796,-0.28622,0.95346,0.019048
0.28622,-0.094796,0.95346,0.019048
0.2357,-0.2357,0.94281,0.022062
0.77843,-0.050922,0.62566,0.02429
0.91864,-0.051325,0.39175,0.020164
0.8457,-0.28678,0.45006,0.03001
0.86164,-0.12309,0.49237,0.025109
0.9738,-0.04346,0.22319,0.014711
0.99807,-0.043875,0.043875,0.010101
0.9738,-0.22319,0.04346,0.014711
0.99015,-0.099015,0.099015,0.013132
0.8457,-0.45006,0.28678,0.03001
0.91864,-0.39175,0.051325,0.020164
0.77843,-0.62566,0.050922,0.02429
0.86164,-0.49237,0.12309,0.025109
0.95346,-0.28622,0.094796,0.019048
0.88061,-0.33505,0.33505,0.02788
0.95346,-0.094796,0.28622,0.019048
0.94281,-0.2357,0.2357,0.022062
0.050922,-0.77843,0.62566,0.02429
0.28678,-0.8457,0.45006,0.03001
0.051325,-0.91864,0.39175,0.020164
0.12309,-0.86164,0.49237,0.025109
0.45006,-0.8457,0.28678,0.03001
0.62566,-0.77843,0.050922,0.02429
0.39175,-0.91864,0.051325,0.020164
0.49237,-0.86164,0.12309,0.025109
0.04346,-0.9738,0.22319,0.014711
0.22319,-0.9738,0.04346,0.014711
0.043875,-0.99807,0.043875,0.010101
0.099015,-0.99015,0.099015,0.013132
0.28622,-0.95346,0.094796,0.019048
0.094796,-0.95346,0.28622,0.019048
0.33505,-0.88061,0.33505,0.02788
0.2357,-0.94281,0.2357,0.022062
0.70251,-0.70251,0.1139,0.027871
0.52992,-0.76977,0.35588,0.035193
0.76977,-0.52992,0.35588,0.035193
0.68041,-0.68041,0.27217,0.033769
0.35588,-0.76977,0.52992,0.035193
0.1139,-0.70251,0.70251,0.027871
0.35588,-0.52992,0.76977,0.035193
0.27217,-0.68041,0.68041,0.033769
0.76977,-0.35588,0.52992,0.035193
0.52992,-0.35588,0.76977,0.035193
0.70251,-0.1139,0.70251,0.027871
0.68041,-0.27217,0.68041,0.033769
0.48508,-0.48508,0.72759,0.038361
0.72759,-0.48508,0.48508,0.038361
0.48508,-0.72759,0.48508,0.038361
0.57735,-0.57735,0.57735,0.040127
-0.043875,-0.043875,0.99807,0.010101
-0.22319,-0.04346,0.9738,0.014711
-0.04346,-0.22319,0.9738,0.014711
-0.099015,-0.099015,0.99015,0.013132
-0.39175,-0.051325,0.91864,0.020164
-0.62566,-0.050922,0.77843,0.02429
-0.45006,-0.28678,0.8457,0.03001
-0.49237,-0.12309,0.86164,0.025109
-0.051325,-0.39175,0.91864,0.020164
-0.28678,-0.45006,0.8457,0.03001
-0.050922,-0.62566,0.77843,0.02429
-0.12309,-0.49237,0.86164,0.025109
-0.33505,-0.33505,0.88061,0.02788
-0.094796,-0.28622,0.95346,0.019048
-0.28622,-0.094796,0.95346,0.019048
-0.2357,-0.2357,0.94281,0.022062
-0.77843,-0.050922,0.62566,0.02429
-0.91864,-0.051325,0.39175,0.020164
-0.8457,-0.28678,0.45006,0.03001
-0.86164,-0.12309,0.49237,0.025109
-0.9738,-0.04346,0.22319,0.014711
-0.99807,-0.043875,0.043875,0.010101
-0.9738,-0.22319,0.04346,0.014711
-0.99015,-0.099015,0.099015,0.013132
-0.8457,-0.45006,0.28678,0.03001
-0.91864,-0.39175,0.051325,0.020164
-0.77843,-0.62566,0.050922,0.02429
-0.86164,-0.49237,0.12309,0.025109
-0.95346,-0.28622,0.094796,0.019048
-0.88061,-0.33505,0.33505,0.02788
-0.95346,-0.094796,0.28622,0.019048
-0.94281,-0.2357,0.2357,0.022062
-0.050922,-0.77843,0.62566,0.02429
-0.28678,-0.8457,0.45006,0.03001
-0.051325,-0.91864,0.39175,0.020164
-0.12309,-0.86164,0.49237,0.025109
-0.45006,-0.8457,0.28678,0.03001
-0.62566,-0.77843,0.050922,0.02429
-0.39175,-0.91864,0.051325,0.020164
-0.49237,-0.86164,0.12309,0.025109
-0.04346,-0.9738,0.22319,0.014711
-0.22319,-0.9738,0.04346,0.014711
-0.043875,-0.99807,0.043875,0.010101
-0.099015,-0.99015,0.099015,0.013132
-0.28622,-0.95346,0.094796,0.019048
-0.094796,-0.95346,0.28622,0.019048
-0.33505,-0.88061,0.33505,0.02788
-0.2357,-0.94281,0.2357,0.022062
-0.70251,-0.70251,0.1139,0.027871
-0.52992,-0.76977,0.35588,0.035193
-0.76977,-0.52992,0.35588,0.035193
-0.68041,-0.68041,0.27217,0.033769
-0.35588,-0.76977,0.52992,0.035193
-0.1139,-0.70251,0.70251,0.027871
-0.35588,-0.52992,0.76977,0.035193
-0.27217,-0.68041,0.68041,0.033769
-0.76977,-0.35588,0.52992,0.035193
-0.52992,-0.35588,0.76977,0.035193
-0.70251,-0.1139,0.70251,0.027871
-0.68041,-0.27217,0.68041,0.033769
-0.48508,-0.48508,0.72759,0.038361
-0.72759,-0.48508,0.48508,0.038361
-0.48508,-0.72759,0.48508,0.038361
-0.57735,-0.57735,0.57735,0.040127
0.043875,0.043875,-0.99807,0.010101
0.22319,0.04346,-0.9738,0.014711
0.04346,0.22319,-0.9738,0.014711
0.099015,0.099015,-0.99015,0.013132
0.39175,0.051325,-0.91864,0.020164
0.62566,0.050922,-0.77843,0.02429
0.45006,0.28678,-0.8457,0.03001
0.49237,0.12309,-0.86164,0.025109
0.051325,0.39175,-0.91864,0.020164
0.28678,0.45006,-0.8457,0.03001
0.050922,0.62566,-0.77843,0.02429
0.12309,0.49237,-0.86164,0.025109
0.33505,0.33505,-0.88061,0.02788
0.094796,0.28622,-0.95346,0.019048
0.28622,0.094796,-0.95346,0.019048
0.2357,0.2357,-0.94281,0.022062
0.77843,0.050922,-0.62566,0.02429
0.91864,0.051325,-0.39175,0.020164
0.8457,0.28678,-0.45006,0.03001
0.86164,0.12309,-0.49237,0.025109
0.9738,0.04346,-0.22319,0.014711
0.99807,0.043875,-0.043875,0.010101
0.9738,0.22319,-0.04346,0.014711
0.99015,0.099015,-0.099015,0.013132
0.8457,0.45006,-0.28678,0.03001
0.91864,0.39175,-0.051325,0.020164
0.77843,0.62566,-0.050922,0.02429
0.86164,0.49237,-0.12309,0.025109
0.95346,0.28622,-0.094796,0.019048
0.88061,0.33505,-0.33505,0.02788
0.95346,0.094796,-0.28622,0.019048
0.94281,0.2357,-0.2357,0.022062
0.050922,0.77843,-0.62566,0.02429
0.28678,0.8457,-0.45006,0.03001
0.051325,0.91864,-0.39175,0.020164
0.12309,0.86164,-0.49237,0.025109
0.45006,0.8457,-0.28678,0.03001
0.62566,0.77843,-0.050922,0.02429
0.39175,0.91864,-0.051325,0.020164
0.49237,0.86164,-0.12309,0.025109
0.04346,0.9738,-0.22319,0.014711
0.22319,0.9738,-0.04346,0.014711
0.043875,0.99807,-0.043875,0.010101
0.099015,0.99015,-0.099015,0.013132
0.28622,0.95346,-0.094796,0.019048
0.094796,0.95346,-0.28622,0.019048
0.33505,0.88061,-0.33505,0.02788
0.2357,0.94281,-0.2357,0.022062
0.70251,0.70251,-0.1139,0.027871
0.52992,0.76977,-0.35588,0.035193
0.76977,0.52992,-0.35588,0.035193
0.68041,0.68041,-0.27217,0.033769
0.35588,0.76977,-0.52992,0.035193
0.1139,0.70251,-0.70251,0.027871
0.35588,0.52992,-0.76977,0.035193
0.27217,0.68041,-0.68041,0.033769
0.76977,0.35588,-0.52992,0.035193
0.52992,0.35588,-0.76977,0.035193
0.70251,0.1139,-0.70251,0.027871
0.68041,0.27217,-0.68041,0.033769
0.48508,0.48508,-0.72759,0.038361
0.72759,0.48508,-0.48508,0.038361
0.48508,0.72759,-0.48508,0.038361
0.57735,0.57735,-0.57735,0.040127
-0.043875,0.043875,-0.99807,0.010101
-0.22319,0.04346,-0.9738,0.014711
-0.04346,0.22319,-0.9738,0.014711
-0.099015,0.099015,-0.99015,0.013132
-0.39175,0.051325,-0.91864,0.020164
-0.62566,0.050922,-0.77843,0.02429
-0.45006,0.28678,-0.8457,0.03001
-0.49237,0.12309,-0.86164,0.025109
-0.051325,0.39175,-0.91864,0.020164
-0.28678,0.45006,-0.8457,0.03001
-0.050922,0.62566,-0.77843,0.02429
-0.12309,0.49237,-0.86164,0.025109
-0.33505,0.33505,-0.88061,0.02788
-0.094796,0.28622,-0.95346,0.019048
-0.28622,0.094796,-0.95346,0.019048
-0.2357,0.2357,-0.94281,0.022062
-0.77843,0.050922,-0.62566,0.02429
-0.91864,0.051325,-0.39175,0.020164
-0.8457,0.28678,-0.45006,0.03001
-0.86164,0.12309,-0.49237,0.025109
-0.9738,0.04346,-0.22319,0.014711
-0.99807,0.043875,-0.043875,0.010101
-0.9738,0.22319,-0.04346,0.014711
-0.99015,0.099015,-0.099015,0.013132
-0.8457,0.45006,-0.28678,0.03001
-0.91864,0.39175,-0.051325,0.020164
-0.77843,0.62566,-0.050922,0.02429
-0.86164,0.49237,-0.12309,0.025109
-0.95346,0.28622,-0.094796,0.019048
-0.88061,0.33505,-0.33505,0.02788
-0.95346,0.094796,-0.28622,0.019048
-0.94281,0.2357,-0.2357,0.022062
-0.050922,0.77843,-0.62566,0.02429
-0.28678,0.8457,-0.45006,0.03001
-0.051325,0.91864,-0.39175,0.020164
-0.12309,0.86164,-0.49237,0.025109
-0.45006,0.8457,-0.28678,0.03001
-0.62566,0.77843,-0.050922,0.02429
-0.39175,0.91864,-0.051325,0.020164
-0.49237,0.86164,-0.12309,0.025109
-0.04346,0.9738,-0.22319,0.014711
-0.22319,0.9738,-0.04346,0.014711
-0.043875,0.99807,-0.043875,0.010101
-0.099015,0.99015,-0.099015,0.013132
-0.28622,0.95346,-0.094796,0.019048
-0.094796,0.95346,-0.28622,0.019048
-0.33505,0.88061,-0.33505,0.02788
-0.2357,0.94281,-0.2357,0.022062
-0.70251,0.70251,-0.1139,0.027871
-0.52992,0.76977,-0.35588,0.035193
-0.76977,0.52992,-0.35588,0.035193
-0.68041,0.68041,-0.27217,0.033769
-0.35588,0.76977,-0.52992,0.035193
-0.1139,0.70251,-0.70251,0.027871
-0.35588,0.52992,-0.76977,0.035193
-0.27217,0.68041,-0.68041,0.033769
-0.76977,0.35588,-0.52992,0.035193
-0.52992,0.35588,-0.76977,0.035193
-0.70251,0.1139,-0.70251,0.027871
-0.68041,0.27217,-0.68041,0.033769
-0.48508,0.48508,-0.72759,0.038361
-0.72759,0.48508,-0.48508,0.038361
-0.48508,0.72759,-0.48508,0.038361
-0.57735,0.57735,-0.57735,0.040127
0.043875,-0.043875,-0.99807,0.010101
0.22319,-0.04346,-0.9738,0.014711
0.04346,-0.22319,-0.9738,0.014711
0.099015,-0.099015,-0.99015,0.013132
0.39175,-0.051325,-0.91864,0.020164
0.62566,-0.050922,-0.77843,0.02429
0.45006,-0.28678,-0.8457,0.03001
0.49237,-0.12309,-0.86164,0.025109
0.051325,-0.39175,-0.91864,0.020164
0.28678,-0.45006,-0.8457,0.03001
0.050922,-0.62566,-0.77843,0.02429
0.12309,-0.49237,-0.86164,0.025109
0.33505,-0.33505,-0.88061,0.02788
0.094796,-0.28622,-0.95346,0.019048
0.28622,-0.094796,-0.95346,0.019048
0.2357,-0.2357,-0.94281,0.022062
0.77843,-0.050922,-0.62566,0.02429
0.91864,-0.051325,-0.39175,0.020164
0.8457,-0.28678,-0.45006,0.03001
0.86164,-0.12309,-0.49237,0.025109
0.9738,-0.04346,-0.22319,0.014711
0.99807,-0.043875,-0.043875,0.010101
0.9738,-0.22319,-0.04346,0.014711
0.99015,-0.099015,-0.099015,0.013132
0.8457,-0.45006,-0.28678,0.03001
0.91864,-0.39175,-0.051325,0.020164
0.77843,-0.62566,-0.050922,0.02429
0.86164,-0.49237,-0.12309,0.025109
0.95346,-0.28622,-0.094796,0.019048
0.88061,-0.33505,-0.33505,0.02788
0.95346,-0.094796,-0.28622,0.019048
0.94281,-0.2357,-0.2357,0.022062
0.050922,-0.77843,-0.62566,0.02429
0.28678,-0.8457,-0.45006,0.03001
0.051325,-0.91864,-0.39175,0.020164
0.12309,-0.86164,-0.49237,0.025109
0.45006,-0.8457,-0.28678,0.03001
0.62566,-0.77843,-0.050922,0.02429
0.39175,-0.91864,-0.051325,0.020164
0.49237,-0.86164,-0.12309,0.025109
0.04346,-0.9738,-0.22319,0.014711
0.22319,-0.9738,-0.04346,0.014711
0.043875,-0.99807,-0.043875,0.010101
0.099015,-0.99015,-0.099015,0.013132
0.28622,-0.95346,-0.094796,0.019048
0.094796,-0.95346,-0.28622,0.019048
0.33505,-0.88061,-0.33505,0.02788
0.2357,-0.94281,-0.2357,0.022062
0.70251,-0.70251,-0.1139,0.027871
0.52992,-0.76977,-0.35588,0.035193
0.76977,-0.52992,-0.35588,0.035193
0.68041,-0.68041,-0.27217,0.033769
0.35588,-0.76977,-0.52992,0.035193
0.1139,-0.70251,-0.70251,0.027871
0.35588,-0.52992,-0.76977,0.035193
0.27217,-0.68041,-0.68041,0.033769
0.76977,-0.35588,-0.52992,0.035193
0.52992,-0.35588,-0.76977,0.035193
0.70251,-0.1139,-0.70251,0.027871
0.68041,-0.27217,-0.68041,0.033769
0.48508,-0.48508,-0.72759,0.038361
0.72759,-0.48508,-0.48508,0.038361
0.48508,-0.72759,-0.48508,0.038361
0.57735,-0.57735,-0.57735,0.040127
-0.043875,-0.043875,-0.99807,0.010101
-0.22319,-0.04346,-0.9738,0.014711
-0.04346,-0.22319,-0.9738,0.014711
-0.099015,-0.099015,-0.99015,0.013132
-0.39175,-0.051325,-0.91864,0.020164
-0.62566,-0.050922,-0.77843,0.02429
-0.45006,-0.28678,-0.8457,0.03001
-0.49237,-0.12309,-0.86164,0.025109
-0.051325,-0.39175,-0.91864,0.020164
-0.28678,-0.45006,-0.8457,0.03001
-0.050922,-0.62566,-0.77843,0.02429
-0.12309,-0.49237,-0.86164,0.025109
-0.33505,-0.33505,-0.88061,0.02788
-0.094796,-0.28622,-0.95346,0.019048
-0.28622,-0.094796,-0.95346,0.019048
-0.2357,-0.2357,-0.94281,0.022062
-0.77843,-0.050922,-0.62566,0.02429
-0.91864,-0.051325,-0.39175,0.020164
-0.8457,-0.28678,-0.45006,0.03001
-0.86164,-0.12309,-0.49237,0.025109
-0.9738,-0.04346,-0.22319,0.014711
-0.99807,-0.043875,-0.043875,0.010101
-0.9738,-0.22319,-0.04346,0.014711
-0.99015,-0.099015,-0.099015,0.013132
-0.8457,-0.45006,-0.28678,0.03001
-0.91864,-0.39175,-0.051325,0.020164
-0.77843,-0.62566,-0.050922,0.02429
-0.86164,-0.49237,-0.12309,0.025109
-0.95346,-0.28622,-0.094796,0.019048
-0.88061,-0.33505,-0.33505,0.02788
-0.95346,-0.094796,-0.28622,0.019048
-0.94281,-0.2357,-0.2357,0.022062
-0.050922,-0.77843,-0.62566,0.02429
-0.28678,-0.8457,-0.45006,0.03001
-0.051325,-0.91864,-0.39175,0.020164
-0.12309,-0.86164,-0.49237,0.025109
-0.45006,-0.8457,-0.28678,0.03001
-0.62566,-0.77843,-0.050922,0.02429
-0.39175,-0.91864,-0.051325,0.020164
-0.49237,-0.86164,-0.12309,0.025109
-0.04346,-0.9738,-0.22319,0.014711
-0.22319,-0.9738,-0.04346,0.014711
-0.043875,-0.99807,-0.043875,0.010101
-0.099015,-0.99015,-0.099015,0.013132
-0.28622,-0.95346,-0.094796,0.019048
-0.094796,-0.95346,-0.28622,0.019048
-0.33505,-0.88061,-0.33505,0.02788
-0.2357,-0.94281,-0.2357,0.022062
-0.70251,-0.70251,-0.1139,0.027871
-0.52992,-0.76977,-0.35588,0.035193
-0.76977,-0.52992,-0.35588,0.035193
-0.68041,-0.68041,-0.27217,0.033769
-0.35588,-0.76977,-0.52992,0.035193
-0.1139,-0.70251,-0.70251,0.027871
-0.35588,-0.52992,-0.76977,0.035193
-0.27217,-0.68041,-0.68041,0.033769
-0.76977,-0.35588,-0.52992,0.035193
-0.52992,-0.35588,-0.76977,0.035193
-0.70251,-0.1139,-0.70251,0.027871
-0.68041,-0.27217,-0.68041,0.033769
-0.48508,-0.48508,-0.72759,0.038361
-0.72759,-0.48508,-0.48508,0.038361
-0.48508,-0.72759,-0.48508,0.038361
-0.57735,-0.57735,-0.57735,0.040127
